CLNN,DAYS,TIMES,TS_D,SAA
202,0,심야,20,493
202,0,아침오전,13,165
202,0,오후,16,341
202,0,저녁,9,119
202,0,점심,6,153
203,0,밤,7,145
203,0,심야,29,492
203,0,아침오전,6,96
203,0,오후,10,203
203,0,저녁,6,74
203,0,점심,10,179
204,0,밤,11,174
204,0,심야,20,354
204,0,아침오전,13,266
204,0,오후,7,114
204,0,저녁,9,219
204,0,점심,10,198
205,0,밤,13,204
205,0,심야,22,360
205,0,아침오전,14,270
205,0,오후,13,177
205,0,저녁,14,221
205,0,점심,5,77
206,0,밤,9,136
206,0,심야,10,139
206,0,아침오전,15,381
206,0,오후,9,131
206,0,저녁,10,180
206,0,점심,5,82
207,0,밤,7,140
207,0,심야,22,366
207,0,아침오전,13,220
207,0,오후,12,302
207,0,저녁,12,175
207,0,점심,7,123
208,0,밤,14,248
208,0,심야,29,597
208,0,아침오전,12,231
208,0,오후,12,263
208,0,저녁,7,118
208,0,점심,6,126
209,0,밤,12,272
209,0,심야,21,536
209,0,아침오전,24,504
209,0,오후,10,156
209,0,저녁,9,170
209,0,점심,8,191
210,0,밤,10,217
210,0,심야,32,580
210,0,아침오전,9,144
210,0,오후,11,268
210,0,저녁,7,118
210,0,점심,8,132
211,0,밤,4,40
211,0,심야,16,241
211,0,아침오전,9,209
211,0,오후,10,127
211,0,저녁,14,315
211,0,점심,8,104
212,0,밤,4,86
212,0,심야,23,353
212,0,아침오전,11,177
212,0,오후,8,138
212,0,저녁,8,143
212,0,점심,10,149
213,0,밤,5,91
213,0,심야,28,494
213,0,아침오전,8,141
213,0,오후,14,312
213,0,저녁,6,89
213,0,점심,10,165
214,0,밤,8,103
214,0,심야,23,488
214,0,아침오전,7,83
214,0,오후,15,369
214,0,저녁,11,271
214,0,점심,18,370
215,0,밤,5,60
215,0,심야,28,504
215,0,아침오전,15,421
215,0,오후,13,326
215,0,저녁,9,159
215,0,점심,10,156
216,0,밤,11,229
216,0,심야,19,364
216,0,아침오전,15,266
216,0,오후,15,346
216,0,저녁,14,306
216,0,점심,11,234
217,0,밤,11,196
217,0,심야,15,289
217,0,아침오전,13,322
217,0,오후,16,238
217,0,저녁,8,97
217,0,점심,10,157
218,0,밤,8,169
218,0,심야,24,471
218,0,아침오전,20,547
218,0,오후,21,443
218,0,저녁,7,126
218,0,점심,8,153
219,0,밤,11,301
219,0,심야,26,479
219,0,아침오전,14,294
219,0,오후,16,290
219,0,저녁,10,171
219,0,점심,8,170
220,0,밤,13,287
220,0,심야,26,387
220,0,아침오전,14,217
220,0,오후,15,217
220,0,저녁,12,296
220,0,점심,10,172
221,0,밤,10,196
221,0,심야,23,449
221,0,아침오전,14,283
221,0,오후,17,369
221,0,저녁,9,166
221,0,점심,15,280
222,0,밤,4,94
222,0,심야,21,349
222,0,아침오전,16,248
222,0,오후,13,268
222,0,저녁,10,222
222,0,점심,6,119
223,0,밤,9,195
223,0,심야,25,396
223,0,아침오전,7,98
223,0,오후,13,354
223,0,저녁,12,203
223,0,점심,11,233
224,0,밤,10,187
224,0,심야,30,626
224,0,아침오전,15,222
224,0,오후,21,403
224,0,저녁,9,158
224,0,점심,13,303
225,0,밤,14,257
225,0,심야,27,478
225,0,아침오전,11,211
225,0,오후,9,197
225,0,저녁,14,312
225,0,점심,12,194
226,0,밤,12,259
226,0,심야,32,702
226,0,아침오전,9,168
226,0,오후,13,311
226,0,저녁,9,195
226,0,점심,14,259
227,0,밤,13,248
227,0,심야,24,513
227,0,아침오전,17,382
227,0,오후,18,334
227,0,저녁,4,53
227,0,점심,15,309
228,0,밤,19,306
228,0,심야,23,407
228,0,아침오전,10,295
228,0,오후,14,201
228,0,저녁,8,139
228,0,점심,10,158
229,0,밤,10,213
229,0,심야,32,550
229,0,아침오전,14,245
229,0,오후,10,256
229,0,저녁,14,340
229,0,점심,10,175
230,0,밤,15,178
230,0,심야,26,547
230,0,아침오전,17,364
230,0,오후,9,231
230,0,저녁,7,189
230,0,점심,10,191
231,0,밤,9,202
231,0,심야,18,274
231,0,아침오전,14,181
231,0,오후,21,317
231,0,저녁,4,78
231,0,점심,10,175
232,0,밤,8,83
232,0,심야,29,488
232,0,아침오전,16,300
232,0,오후,12,213
232,0,저녁,10,131
232,0,점심,14,325
233,0,밤,7,133
233,0,심야,36,575
233,0,아침오전,7,116
233,0,오후,15,268
233,0,저녁,10,137
233,0,점심,7,132
234,0,밤,10,232
234,0,심야,23,434
234,0,아침오전,14,260
234,0,오후,20,295
234,0,저녁,13,319
234,0,점심,7,150
235,0,밤,6,122
235,0,심야,12,252
235,0,아침오전,12,258
235,0,오후,12,194
235,0,저녁,13,270
235,0,점심,18,310
236,0,밤,12,152
236,0,심야,33,562
236,0,아침오전,7,154
236,0,오후,20,396
236,0,저녁,10,249
236,0,점심,7,169
237,0,밤,8,112
237,0,심야,25,513
237,0,아침오전,13,225
237,0,오후,7,194
237,0,저녁,10,196
237,0,점심,14,212
238,0,밤,13,309
238,0,심야,13,227
238,0,아침오전,12,212
238,0,오후,17,275
238,0,저녁,11,196
238,0,점심,8,135
239,0,밤,12,201
239,0,심야,25,493
239,0,아침오전,11,194
239,0,오후,11,284
239,0,저녁,10,207
239,0,점심,7,138
240,0,밤,12,206
240,0,심야,35,637
240,0,아침오전,11,166
240,0,오후,14,319
240,0,저녁,9,175
240,0,점심,8,143
241,0,밤,12,161
241,0,심야,25,450
241,0,아침오전,17,374
241,0,오후,23,395
241,0,저녁,16,339
241,0,점심,16,305
242,0,밤,10,198
242,0,심야,14,288
242,0,아침오전,10,194
242,0,오후,16,303
242,0,저녁,12,178
242,0,점심,8,129
243,0,밤,7,75
243,0,심야,27,459
243,0,아침오전,13,221
243,0,오후,5,109
243,0,저녁,7,155
243,0,점심,9,216
244,0,밤,13,285
244,0,심야,14,300
244,0,아침오전,18,366
244,0,오후,11,229
244,0,저녁,13,213
244,0,점심,11,218
245,0,밤,8,146
245,0,심야,27,467
245,0,아침오전,16,359
245,0,오후,12,187
245,0,저녁,5,164
245,0,점심,7,215
246,0,밤,6,85
246,0,심야,22,444
246,0,아침오전,10,192
246,0,오후,12,228
246,0,저녁,7,140
246,0,점심,7,134
247,0,밤,9,117
247,0,심야,16,263
247,0,아침오전,11,256
247,0,오후,13,280
247,0,저녁,8,100
247,0,점심,11,219
248,0,밤,12,236
248,0,심야,21,322
248,0,아침오전,20,486
248,0,오후,8,133
248,0,저녁,8,190
248,0,점심,15,228
249,0,밤,11,204
249,0,심야,30,613
249,0,아침오전,9,137
249,0,오후,11,194
249,0,저녁,12,188
249,0,점심,18,277
250,0,밤,9,167
250,0,심야,23,419
250,0,아침오전,14,288
250,0,오후,13,190
250,0,저녁,6,134
250,0,점심,3,72
251,0,밤,21,352
251,0,심야,22,395
251,0,아침오전,10,247
251,0,오후,19,341
251,0,저녁,9,187
251,0,점심,12,165
252,0,밤,12,233
252,0,심야,24,443
252,0,아침오전,13,234
252,0,오후,7,123
252,0,저녁,13,291
252,0,점심,6,149
253,0,밤,6,86
253,0,심야,29,519
253,0,아침오전,10,281
253,0,오후,12,187
253,0,저녁,13,295
253,0,점심,11,282
254,0,밤,7,94
254,0,심야,19,292
254,0,아침오전,6,90
254,0,오후,16,327
254,0,저녁,8,157
254,0,점심,9,144
255,0,밤,9,170
255,0,심야,27,489
255,0,아침오전,9,170
255,0,오후,10,199
255,0,저녁,9,180
255,0,점심,8,143
256,0,밤,12,165
256,0,심야,26,530
256,0,아침오전,12,277
256,0,오후,10,184
256,0,저녁,12,254
256,0,점심,10,168
257,0,밤,6,142
257,0,심야,20,354
257,0,아침오전,8,153
257,0,오후,21,407
257,0,저녁,6,151
257,0,점심,7,83
258,0,밤,5,57
258,0,심야,18,336
258,0,아침오전,14,271
258,0,오후,6,115
258,0,저녁,8,144
258,0,점심,7,139
259,0,밤,12,186
259,0,심야,19,382
259,0,아침오전,12,245
259,0,오후,21,390
259,0,저녁,11,206
259,0,점심,7,178
260,0,밤,7,123
260,0,심야,18,309
260,0,아침오전,14,260
260,0,오후,14,224
260,0,저녁,8,120
260,0,점심,14,274
261,0,밤,8,151
261,0,심야,24,531
261,0,아침오전,17,310
261,0,오후,17,403
261,0,저녁,9,206
261,0,점심,8,145
262,0,밤,11,187
262,0,심야,23,416
262,0,아침오전,23,491
262,0,오후,10,253
262,0,저녁,11,258
262,0,점심,15,267
263,0,밤,11,213
263,0,심야,15,216
263,0,아침오전,14,267
263,0,오후,12,202
263,0,저녁,12,300
263,0,점심,13,274
264,0,밤,11,199
264,0,심야,24,366
264,0,아침오전,7,161
264,0,오후,15,323
264,0,저녁,6,45
264,0,점심,8,138
265,0,밤,6,114
265,0,심야,25,385
265,0,아침오전,18,385
265,0,오후,14,322
265,0,저녁,7,142
265,0,점심,8,155
266,0,밤,11,276
266,0,심야,19,341
266,0,아침오전,9,197
266,0,오후,18,388
266,0,저녁,9,180
266,0,점심,11,264
267,0,밤,8,182
267,0,심야,23,391
267,0,아침오전,10,221
267,0,오후,21,338
267,0,저녁,3,104
267,0,점심,6,145
268,0,밤,11,250
268,0,심야,16,296
268,0,아침오전,11,211
268,0,오후,13,268
268,0,저녁,12,273
268,0,점심,11,170
269,0,밤,11,229
269,0,심야,15,205
269,0,아침오전,17,316
269,0,오후,11,234
269,0,저녁,7,146
269,0,점심,8,171
270,0,밤,14,268
270,0,심야,21,455
270,0,아침오전,12,180
270,0,오후,7,91
270,0,저녁,1,12
270,0,점심,8,145
271,0,밤,7,140
271,0,심야,34,732
271,0,아침오전,16,258
271,0,오후,11,204
271,0,저녁,11,164
271,0,점심,17,297
272,0,밤,9,148
272,0,심야,25,380
272,0,아침오전,11,202
272,0,오후,18,430
272,0,저녁,7,175
272,0,점심,8,133
273,0,밤,15,295
273,0,심야,18,369
273,0,아침오전,14,238
273,0,오후,8,148
273,0,저녁,14,347
273,0,점심,6,92
274,0,밤,13,323
274,0,심야,16,320
274,0,아침오전,16,232
274,0,오후,17,331
274,0,저녁,10,190
274,0,점심,6,98
275,0,밤,11,250
275,0,심야,27,526
275,0,아침오전,11,193
275,0,오후,11,229
275,0,저녁,9,161
275,0,점심,17,351
276,0,밤,11,187
276,0,심야,21,357
276,0,아침오전,11,165
276,0,오후,13,280
276,0,저녁,9,167
276,0,점심,5,104
277,0,밤,13,290
277,0,심야,24,477
277,0,아침오전,9,171
277,0,오후,7,137
277,0,저녁,7,105
277,0,점심,12,348
278,0,밤,9,155
278,0,심야,18,343
278,0,아침오전,21,397
278,0,오후,13,249
278,0,저녁,7,172
278,0,점심,15,245
279,0,밤,6,139
279,0,심야,28,514
279,0,아침오전,13,227
279,0,오후,12,224
279,0,저녁,7,89
279,0,점심,10,120
280,0,밤,10,241
280,0,심야,27,624
280,0,아침오전,15,411
280,0,오후,14,198
280,0,저녁,12,200
280,0,점심,5,56
281,0,밤,9,166
281,0,심야,30,642
281,0,아침오전,14,250
281,0,오후,14,329
281,0,저녁,14,186
281,0,점심,10,203
282,0,밤,4,74
282,0,심야,24,486
282,0,아침오전,16,348
282,0,오후,11,234
282,0,저녁,8,118
282,0,점심,12,256
283,0,밤,10,170
283,0,심야,23,412
283,0,아침오전,14,165
283,0,오후,15,336
283,0,저녁,13,264
283,0,점심,6,135
284,0,밤,7,75
284,0,심야,31,478
284,0,아침오전,17,317
284,0,오후,19,361
284,0,저녁,8,91
284,0,점심,8,121
285,0,밤,9,216
285,0,심야,23,406
285,0,아침오전,14,344
285,0,오후,15,286
285,0,저녁,10,163
285,0,점심,7,179
286,0,밤,8,173
286,0,심야,20,400
286,0,아침오전,11,166
286,0,오후,15,278
286,0,저녁,8,169
286,0,점심,10,188
287,0,밤,14,265
287,0,심야,23,507
287,0,아침오전,15,386
287,0,오후,16,280
287,0,저녁,6,151
287,0,점심,12,244
288,0,밤,6,125
288,0,심야,22,436
288,0,아침오전,14,333
288,0,오후,11,260
288,0,저녁,9,218
288,0,점심,8,125
289,0,밤,6,140
289,0,심야,25,447
289,0,아침오전,11,184
289,0,오후,12,218
289,0,저녁,7,133
289,0,점심,16,264
290,0,밤,6,86
290,0,심야,29,434
290,0,아침오전,9,176
290,0,오후,8,131
290,0,저녁,6,101
290,0,점심,13,258
291,0,밤,20,398
291,0,심야,24,439
291,0,아침오전,13,208
291,0,오후,21,397
291,0,저녁,14,246
291,0,점심,7,140
292,0,밤,14,301
292,0,심야,22,377
292,0,아침오전,18,286
292,0,오후,8,92
292,0,저녁,14,343
292,0,점심,7,80
293,0,밤,14,254
293,0,심야,29,515
293,0,아침오전,9,178
293,0,오후,17,418
293,0,저녁,18,356
293,0,점심,13,315
294,0,밤,10,232
294,0,심야,32,541
294,0,아침오전,12,192
294,0,오후,11,174
294,0,저녁,6,134
294,0,점심,7,104
295,0,밤,12,217
295,0,심야,25,399
295,0,아침오전,12,191
295,0,오후,17,350
295,0,저녁,4,77
295,0,점심,12,223
296,0,밤,12,224
296,0,심야,20,391
296,0,아침오전,12,265
296,0,오후,11,179
296,0,저녁,6,140
296,0,점심,14,211
297,0,밤,17,396
297,0,심야,31,657
297,0,아침오전,17,352
297,0,오후,10,156
297,0,저녁,7,144
297,0,점심,9,168
298,0,밤,20,353
298,0,심야,25,492
298,0,아침오전,7,136
298,0,오후,13,256
298,0,저녁,12,189
298,0,점심,11,169
299,0,밤,6,123
299,0,심야,29,489
299,0,아침오전,13,252
299,0,오후,12,240
299,0,저녁,5,124
299,0,점심,12,279
300,0,밤,10,135
300,0,심야,24,490
300,0,아침오전,16,346
300,0,오후,3,61
300,0,저녁,11,156
300,0,점심,9,166
301,0,밤,10,201
301,0,심야,27,542
301,0,아침오전,8,146
301,0,오후,15,324
301,0,저녁,11,133
301,0,점심,14,347
302,0,밤,17,316
302,0,심야,13,286
302,0,아침오전,11,180
302,0,오후,14,332
302,0,저녁,3,100
302,0,점심,8,150
303,0,밤,11,262
303,0,심야,24,450
303,0,아침오전,21,360
303,0,오후,20,417
303,0,저녁,11,194
303,0,점심,8,230
304,0,밤,11,146
304,0,심야,18,366
304,0,아침오전,7,108
304,0,오후,20,469
304,0,저녁,15,379
304,0,점심,6,95
305,0,밤,9,121
305,0,심야,27,528
305,0,아침오전,12,229
305,0,오후,12,276
305,0,저녁,10,194
305,0,점심,11,218
306,0,밤,10,212
306,0,심야,25,493
306,0,아침오전,15,239
306,0,오후,15,265
306,0,저녁,12,231
306,0,점심,5,64
307,0,밤,13,154
307,0,심야,26,450
307,0,아침오전,19,349
307,0,오후,13,284
307,0,저녁,11,231
307,0,점심,15,224
308,0,밤,11,243
308,0,심야,24,509
308,0,아침오전,11,288
308,0,오후,10,256
308,0,저녁,16,311
308,0,점심,9,133
309,0,밤,10,203
309,0,심야,19,354
309,0,아침오전,9,205
309,0,오후,19,299
309,0,저녁,11,351
309,0,점심,12,262
310,0,밤,6,102
310,0,심야,23,515
310,0,아침오전,9,200
310,0,오후,19,473
310,0,저녁,13,230
310,0,점심,9,156
311,0,밤,12,181
311,0,심야,10,201
311,0,아침오전,16,311
311,0,오후,15,235
311,0,저녁,17,355
311,0,점심,10,150
312,0,밤,9,222
312,0,심야,18,242
312,0,아침오전,11,208
312,0,오후,17,432
312,0,저녁,15,238
312,0,점심,14,228
313,0,밤,13,262
313,0,심야,14,242
313,0,아침오전,12,168
313,0,오후,3,120
313,0,저녁,11,309
313,0,점심,9,212
314,0,밤,9,220
314,0,심야,20,371
314,0,아침오전,13,228
314,0,오후,18,362
314,0,저녁,10,138
314,0,점심,19,415
315,0,밤,6,73
315,0,심야,22,409
315,0,아침오전,9,150
315,0,오후,17,323
315,0,저녁,11,209
315,0,점심,6,106
316,0,밤,12,317
316,0,심야,25,504
316,0,아침오전,12,317
316,0,오후,13,204
316,0,저녁,17,306
316,0,점심,7,106
317,0,밤,14,340
317,0,심야,18,354
317,0,아침오전,13,258
317,0,오후,7,131
317,0,저녁,9,184
317,0,점심,14,345
318,0,밤,11,245
318,0,심야,15,323
318,0,아침오전,15,248
318,0,오후,17,319
318,0,저녁,11,277
318,0,점심,14,261
319,0,밤,10,251
319,0,심야,24,415
319,0,아침오전,16,257
319,0,오후,11,196
319,0,저녁,10,179
319,0,점심,14,329
320,0,밤,10,190
320,0,심야,20,418
320,0,아침오전,13,262
320,0,오후,10,171
320,0,저녁,13,241
320,0,점심,10,231
321,0,밤,13,275
321,0,심야,25,444
321,0,아침오전,13,230
321,0,오후,13,265
321,0,저녁,11,209
321,0,점심,9,217
322,0,밤,13,225
322,0,심야,24,432
322,0,아침오전,8,144
322,0,오후,10,204
322,0,저녁,11,195
322,0,점심,14,319
323,0,밤,8,184
323,0,심야,22,464
323,0,아침오전,16,333
323,0,오후,22,432
323,0,저녁,7,118
323,0,점심,12,219
324,0,밤,13,223
324,0,심야,23,525
324,0,아침오전,13,182
324,0,오후,17,236
324,0,저녁,11,200
324,0,점심,15,238
325,0,밤,17,340
325,0,심야,22,441
325,0,아침오전,14,290
325,0,오후,15,200
325,0,저녁,13,267
325,0,점심,10,140
326,0,밤,12,264
326,0,심야,24,476
326,0,아침오전,8,105
326,0,오후,13,355
326,0,저녁,10,182
326,0,점심,9,187
327,0,밤,7,101
327,0,심야,20,326
327,0,아침오전,8,203
327,0,오후,14,335
327,0,저녁,9,168
327,0,점심,7,100
328,0,밤,13,223
328,0,심야,16,394
328,0,아침오전,12,201
328,0,오후,14,222
328,0,저녁,12,204
328,0,점심,11,247
329,0,밤,10,268
329,0,심야,24,463
329,0,아침오전,16,313
329,0,오후,12,164
329,0,저녁,8,176
329,0,점심,12,272
330,0,밤,13,216
330,0,심야,19,411
330,0,아침오전,14,288
330,0,오후,11,186
330,0,저녁,14,249
330,0,점심,8,200
331,0,밤,10,152
331,0,심야,28,601
331,0,아침오전,8,139
331,0,오후,18,412
331,0,저녁,11,282
331,0,점심,7,175
332,0,밤,12,219
332,0,심야,28,403
332,0,아침오전,8,206
332,0,오후,15,295
332,0,저녁,6,105
332,0,점심,13,246
333,0,밤,9,152
333,0,심야,24,466
333,0,아침오전,20,454
333,0,오후,14,190
333,0,저녁,8,185
333,0,점심,8,150
334,0,밤,8,68
334,0,심야,21,381
334,0,아침오전,20,434
334,0,오후,15,261
334,0,저녁,13,231
334,0,점심,9,171
335,0,밤,10,202
335,0,심야,27,632
335,0,아침오전,15,260
335,0,오후,25,467
335,0,저녁,7,183
335,0,점심,5,58
336,0,밤,9,241
336,0,심야,22,414
336,0,아침오전,17,403
336,0,오후,15,358
336,0,저녁,7,96
336,0,점심,7,156
337,0,밤,11,206
337,0,심야,21,404
337,0,아침오전,14,287
337,0,오후,7,199
337,0,저녁,7,189
337,0,점심,11,274
338,0,밤,11,226
338,0,심야,19,445
338,0,아침오전,11,272
338,0,오후,7,238
338,0,저녁,6,88
338,0,점심,12,297
339,0,밤,10,247
339,0,심야,27,639
339,0,아침오전,12,273
339,0,오후,11,216
339,0,저녁,10,309
339,0,점심,8,196
340,0,밤,7,118
340,0,심야,27,514
340,0,아침오전,12,225
340,0,오후,18,274
340,0,저녁,10,180
340,0,점심,13,247
341,0,밤,11,243
341,0,심야,27,532
341,0,아침오전,15,335
341,0,오후,15,310
341,0,저녁,11,219
341,0,점심,12,272
342,0,밤,8,148
342,0,심야,32,590
342,0,아침오전,18,398
342,0,오후,12,241
342,0,저녁,8,123
342,0,점심,12,221
343,0,밤,10,160
343,0,심야,25,588
343,0,아침오전,19,365
343,0,오후,15,264
343,0,저녁,9,217
343,0,점심,5,104
344,0,밤,6,125
344,0,심야,20,452
344,0,아침오전,18,319
344,0,오후,17,337
344,0,저녁,12,302
344,0,점심,10,191
345,0,밤,8,157
345,0,심야,27,593
345,0,아침오전,8,97
345,0,오후,12,193
345,0,저녁,15,204
345,0,점심,5,113
346,0,밤,14,213
346,0,심야,16,239
346,0,아침오전,6,127
346,0,오후,14,315
346,0,저녁,11,215
346,0,점심,8,179
347,0,밤,6,113
347,0,심야,25,478
347,0,아침오전,12,250
347,0,오후,12,220
347,0,저녁,12,285
347,0,점심,8,100
348,0,밤,13,301
348,0,심야,28,546
348,0,아침오전,12,270
348,0,오후,21,321
348,0,저녁,13,193
348,0,점심,10,179
349,0,밤,11,194
349,0,심야,31,562
349,0,아침오전,12,221
349,0,오후,14,308
349,0,저녁,14,292
349,0,점심,7,142
350,0,밤,9,143
350,0,심야,26,537
350,0,아침오전,16,312
350,0,오후,16,357
350,0,저녁,15,224
350,0,점심,14,295
351,0,밤,7,85
351,0,심야,25,601
351,0,아침오전,17,411
351,0,오후,11,148
351,0,저녁,5,117
351,0,점심,13,275
352,0,밤,11,241
352,0,심야,22,332
352,0,아침오전,9,179
352,0,오후,8,212
352,0,저녁,6,153
352,0,점심,6,79
353,0,밤,12,199
353,0,심야,24,446
353,0,아침오전,9,209
353,0,오후,9,170
353,0,저녁,8,151
353,0,점심,7,144
354,0,밤,12,213
354,0,심야,21,453
354,0,아침오전,9,134
354,0,오후,11,177
354,0,저녁,13,293
354,0,점심,13,277
355,0,밤,5,62
355,0,심야,22,403
355,0,아침오전,8,98
355,0,오후,15,271
355,0,저녁,11,181
355,0,점심,7,172
356,0,밤,7,126
356,0,심야,22,323
356,0,아침오전,11,245
356,0,오후,11,150
356,0,저녁,12,238
356,0,점심,11,152
357,0,밤,17,250
357,0,심야,22,272
357,0,아침오전,10,160
357,0,오후,13,196
357,0,저녁,7,165
357,0,점심,9,158
358,0,밤,11,229
358,0,심야,28,600
358,0,아침오전,11,191
358,0,오후,16,333
358,0,저녁,7,113
358,0,점심,8,105
359,0,밤,10,136
359,0,심야,28,577
359,0,아침오전,11,193
359,0,오후,12,218
359,0,저녁,11,147
359,0,점심,11,217
360,0,밤,3,102
360,0,심야,21,412
360,0,아침오전,17,263
360,0,오후,11,266
360,0,저녁,6,112
360,0,점심,7,134
361,0,밤,11,168
361,0,심야,34,793
361,0,아침오전,8,115
361,0,오후,11,153
361,0,저녁,10,155
361,0,점심,8,160
362,0,밤,11,180
362,0,심야,15,234
362,0,아침오전,19,410
362,0,오후,8,167
362,0,저녁,12,238
362,0,점심,7,133
363,0,밤,8,165
363,0,심야,24,518
363,0,아침오전,16,308
363,0,오후,11,201
363,0,저녁,8,151
363,0,점심,10,130
364,0,밤,10,237
364,0,심야,20,410
364,0,아침오전,10,147
364,0,오후,14,283
364,0,저녁,10,174
364,0,점심,12,204
365,0,밤,12,186
365,0,심야,20,323
365,0,아침오전,15,312
365,0,오후,18,380
365,0,저녁,14,193
365,0,점심,6,124
366,0,밤,7,114
366,0,심야,21,265
366,0,아침오전,11,219
366,0,오후,14,249
366,0,저녁,7,132
366,0,점심,9,152
367,0,밤,11,229
367,0,심야,24,524
367,0,아침오전,17,341
367,0,오후,10,210
367,0,저녁,11,288
367,0,점심,8,202
368,0,밤,9,140
368,0,심야,28,532
368,0,아침오전,17,435
368,0,오후,12,264
368,0,저녁,12,222
368,0,점심,8,128
369,0,밤,8,230
369,0,심야,27,516
369,0,아침오전,13,220
369,0,오후,11,240
369,0,저녁,12,179
369,0,점심,7,179
370,0,밤,15,288
370,0,심야,20,402
370,0,아침오전,15,327
370,0,오후,11,214
370,0,저녁,8,225
370,0,점심,10,272
371,0,밤,15,281
371,0,심야,25,462
371,0,아침오전,15,260
371,0,오후,8,148
371,0,저녁,8,144
371,0,점심,9,234
372,0,밤,9,113
372,0,심야,13,238
372,0,아침오전,14,251
372,0,오후,16,275
372,0,저녁,8,95
372,0,점심,12,249
373,0,밤,12,295
373,0,심야,18,287
373,0,아침오전,10,197
373,0,오후,12,155
373,0,저녁,5,129
373,0,점심,8,164
374,0,밤,11,198
374,0,심야,20,406
374,0,아침오전,11,289
374,0,오후,18,279
374,0,저녁,8,201
374,0,점심,11,238
375,0,밤,7,152
375,0,심야,24,388
375,0,아침오전,9,158
375,0,오후,19,369
375,0,저녁,9,135
375,0,점심,8,145
376,0,밤,7,120
376,0,심야,23,447
376,0,아침오전,10,177
376,0,오후,9,104
376,0,저녁,10,229
376,0,점심,12,194
377,0,밤,9,152
377,0,심야,21,390
