CLNN,MCT_ADM_GDS_APB_CD,CLNN,FINAL_CD,SAA,DOF_TF,DAW_CCD,MCT_N,TIME
242,24,484,101,66,0,7,111,156702
242,16,968,199,56,1,13,191,457649
242,6,484,114,56,0,9,129,303259
243,14,729,68,71,1,4,247,308302
243,7,729,117,68,0,11,146,286960
243,15,729,136,59,3,6,236,586217
244,22,732,95,89,0,10,112,425609
244,12,732,135,83,1,4,177,579247
244,34,732,110,80,0,6,38,336723
245,9,1225,197,103,1,12,260,640271
245,11,1470,162,101,2,16,241,786563
245,39,980,226,83,0,12,252,360722
246,2,738,109,95,1,6,127,125922
246,11,738,99,80,1,14,195,616345
246,3,738,227,79,2,15,199,312463
247,16,494,86,80,0,6,106,250606
247,25,741,139,80,1,12,142,377214
247,28,741,225,60,0,11,158,154781
248,4,1488,396,101,1,14,310,887091
248,2,744,151,89,0,6,112,482472
248,9,992,239,81,0,7,213,439811
249,7,1245,327,120,2,12,323,435606
249,1,747,248,119,0,5,245,144002
249,14,1245,285,115,0,8,252,482447
250,17,750,151,97,0,4,163,301301
250,13,500,77,79,0,5,56,120067
250,10,1000,165,78,0,11,244,408466
251,16,1004,132,118,2,10,107,456147
251,1,1004,163,111,2,17,54,480693
251,18,1004,228,106,0,18,227,402965
252,33,1512,334,116,3,11,269,702479
252,24,1008,194,93,2,11,187,409273
252,36,1260,214,90,1,8,314,474524
253,20,759,111,119,0,1,104,200742
253,15,1012,118,105,0,14,144,483379
253,37,506,36,80,2,9,100,59096
254,5,762,143,79,1,8,142,381945
254,11,508,157,64,1,6,167,342460
254,23,762,126,56,1,8,188,371824
255,23,1020,101,127,2,14,215,433295
255,26,510,43,84,0,6,88,406734
255,17,765,232,84,1,7,108,242406
256,17,1280,177,137,2,9,180,858266
256,12,768,134,85,1,5,175,219154
256,33,768,139,79,1,10,252,266277
257,16,1285,211,110,1,11,187,365138
257,1,1028,185,106,1,14,119,485557
257,37,1028,262,75,1,9,201,436570
258,2,774,182,111,1,6,165,296694
258,11,774,219,70,0,6,120,238723
258,3,516,114,56,2,7,56,247758
259,27,777,204,85,3,6,133,255751
259,29,777,224,84,0,8,136,454785
259,23,777,175,84,1,9,200,314844
260,5,1560,221,113,2,18,379,407336
260,10,1560,348,111,3,23,250,761902
260,8,1040,191,85,1,10,192,512662
261,1,1305,190,123,1,10,248,328222
261,22,1044,186,109,0,11,265,549838
261,3,1044,254,102,1,8,170,484528
262,20,1048,291,101,2,7,103,502576
262,9,1048,210,87,3,7,239,733458
262,17,1048,251,83,2,7,147,321800
263,1,789,109,91,0,5,161,495997
263,18,789,170,89,0,11,52,382920
263,8,526,120,69,0,6,128,256443
264,11,1320,255,109,3,9,194,777318
264,9,1320,248,97,3,15,240,776821
264,16,1056,170,92,0,10,159,587740
265,16,1060,240,96,2,10,118,513476
265,10,1060,259,84,1,9,102,762678
265,41,795,128,70,1,9,196,80956
266,36,798,150,132,2,11,163,329467
266,15,1064,205,125,2,14,227,441399
266,7,798,155,108,0,8,159,373672
267,2,1068,146,118,1,10,111,325693
267,9,1602,387,92,1,8,401,1122991
267,1,801,124,76,2,7,180,154965
268,11,804,207,104,2,8,123,471098
268,6,1072,130,87,1,10,161,593912
268,5,1072,236,78,0,10,136,556771
269,27,807,76,114,2,5,156,399632
269,14,1345,232,89,2,15,174,313704
269,11,807,184,84,2,9,112,563374
270,4,810,67,98,0,6,93,596296
270,2,1080,232,90,1,13,171,323450
270,5,270,21,77,0,5,58,1839
271,9,1626,289,123,3,11,234,823086
271,27,1355,276,102,3,17,244,310647
271,10,813,148,85,0,9,185,311650
272,2,816,234,137,1,10,198,288254
272,17,1088,275,70,0,8,178,385044
272,21,816,203,64,0,7,111,408833
273,10,1092,37,152,3,14,244,691636
273,15,1365,251,100,0,11,241,488472
273,18,546,58,82,0,8,132,232714
274,18,1096,199,115,1,8,165,367299
274,4,1370,100,103,1,12,292,576596
274,3,1096,226,97,2,11,206,482094
275,26,1375,370,127,3,10,184,608890
275,5,1650,265,125,2,13,239,547330
275,17,825,174,78,0,7,168,438338
276,1,1104,194,84,2,12,278,511082
276,24,1104,157,75,1,16,131,448522
276,5,552,116,73,2,10,164,164171
277,18,1385,269,113,4,9,241,625390
277,23,554,101,89,1,0,124,341923
277,4,1385,115,69,2,7,306,780974
278,7,1112,188,126,0,11,257,486497
278,2,1390,294,110,2,17,245,749060
278,0,834,77,76,1,9,155,424232
279,21,837,131,95,1,10,205,312077
279,3,837,219,91,1,7,201,415776
279,13,1395,225,89,5,16,217,595260
280,9,1400,153,136,1,19,262,326657
280,3,840,181,112,1,9,149,110391
280,21,1120,191,107,0,15,266,291317
281,10,1405,266,142,1,14,380,888755
281,22,843,61,83,1,9,164,129995
281,15,1124,275,79,2,10,207,243702
282,4,1410,260,145,4,7,315,490041
282,16,846,146,73,0,11,173,358962
282,39,846,147,56,0,10,107,386970
283,8,1132,181,100,0,15,186,545480
283,9,849,70,89,1,5,94,468917
283,22,1132,168,85,1,14,172,300190
284,5,1136,239,105,1,6,142,486055
284,36,852,165,84,0,4,206,196117
284,15,1420,172,82,2,10,211,580384
285,2,1710,263,162,2,14,278,1103934
285,15,855,216,95,0,8,199,457144
285,29,1140,105,86,1,11,284,715649
286,21,1430,334,138,1,9,256,878034
286,2,1716,142,85,1,23,303,518392
286,1,1430,302,74,2,18,229,608940
287,20,1435,144,123,3,13,234,622919
287,39,1148,91,108,0,15,208,497002
287,13,1435,206,89,2,10,182,584589
288,9,1152,230,119,2,7,246,487223
288,42,1152,233,113,0,14,175,513314
288,23,864,142,77,2,13,150,337763
289,24,1156,307,121,2,9,168,553376
289,16,867,127,86,0,8,141,379837
289,1,578,134,71,1,4,87,282620
290,31,580,139,88,0,8,116,98407
290,36,870,201,81,1,3,156,62426
290,13,870,91,76,0,12,154,399028
291,3,1746,156,119,0,10,257,958900
291,6,1455,187,91,1,18,160,854222
291,39,1455,229,89,1,13,262,414509
292,1,1752,297,127,3,16,183,456555
292,4,876,200,94,1,5,110,457553
292,8,584,107,68,1,4,80,263506
293,27,1465,299,120,3,14,173,641724
293,15,1758,254,101,2,20,240,621798
293,3,1172,145,97,0,10,214,641547
294,2,1470,263,106,2,12,264,447205
294,29,882,245,88,0,8,55,294202
294,6,882,110,62,1,4,219,537710
295,13,885,106,123,1,8,239,547632
295,12,2065,387,103,1,17,233,928981
295,15,590,141,84,0,3,28,151591
296,16,1184,266,90,1,10,159,677883
296,14,888,151,78,0,8,74,396929
296,20,1184,263,76,0,4,200,402254
297,5,2673,396,162,4,20,332,936293
297,13,891,120,87,2,7,21,179076
297,33,594,37,75,1,5,100,108071
298,23,1490,246,139,1,13,245,529699
298,6,1490,229,103,1,7,274,294236
298,19,1192,169,102,3,14,242,306658
299,37,1196,199,120,1,13,146,484573
299,13,1196,172,108,0,10,128,263502
299,6,1196,147,101,2,16,103,319773
300,23,1200,183,149,0,9,225,609133
300,12,1500,224,105,0,13,236,614032
300,29,1200,271,86,2,15,170,556913
301,18,903,135,112,0,7,205,371394
301,8,1505,287,95,0,16,318,609113
301,12,1505,185,91,1,11,105,877360
302,4,906,120,134,2,6,232,532794
302,8,906,249,67,1,7,123,185329
302,40,604,105,65,2,3,108,309536
303,3,1515,246,155,2,17,185,595312
303,25,1818,283,122,2,22,128,962562
303,30,1212,229,103,2,14,168,681154
304,41,912,181,103,1,8,183,418163
304,37,608,133,92,1,3,117,203702
304,9,912,94,78,1,2,139,498339
305,28,1220,246,123,3,9,130,407133
305,10,915,80,93,0,5,188,277216
305,37,1220,196,71,1,10,297,291019
306,15,2448,406,148,4,19,322,1465227
306,31,918,159,94,1,3,104,310754
306,35,918,164,76,1,9,136,139343
307,42,1535,169,114,1,12,315,634813
307,1,1535,189,113,0,12,315,647484
307,22,1228,131,96,1,10,140,522728
308,15,1540,152,110,1,14,208,493440
308,65,924,44,106,1,4,36,239459
308,10,924,187,105,1,10,111,292250
309,13,1545,341,124,0,15,272,734848
309,16,1236,82,124,1,6,126,591650
309,19,1854,336,121,2,18,213,740965
310,17,1240,266,110,1,14,202,341698
310,23,930,132,86,0,12,278,251621
310,7,620,65,73,0,6,173,298541
311,30,1244,198,86,0,7,232,457630
311,2,622,21,83,2,1,75,301196
311,1,1244,116,75,1,13,241,651116
312,5,1248,238,98,3,9,284,514391
312,16,1248,229,95,1,9,241,859827
312,14,936,163,78,1,6,147,171782
313,14,1565,313,169,1,14,212,793619
313,5,939,128,99,0,4,137,363550
313,7,1252,200,96,1,13,242,392416
314,1,2198,362,124,1,17,311,761288
314,15,1256,163,95,1,10,213,561618
314,18,1256,192,93,0,11,208,476310
315,1,1575,282,129,3,15,311,656625
315,21,1575,205,128,1,6,216,764522
315,37,630,105,91,0,1,98,269243
316,7,948,206,96,0,8,142,492973
316,18,1264,256,95,2,13,291,392447
316,42,948,151,91,1,8,147,462846
317,31,951,82,96,0,8,239,373929
317,20,951,150,91,0,4,190,448769
317,16,951,199,90,1,9,73,214522
318,23,1908,200,122,3,17,435,680884
318,4,1272,171,90,2,10,229,397848
318,26,1908,355,90,3,19,147,529173
319,37,638,133,95,0,4,52,216137
319,14,957,187,84,0,4,164,223046
319,17,957,140,82,2,5,169,437764
320,24,2240,225,113,3,15,274,1156521
320,33,1280,189,110,3,8,261,505073
320,8,960,117,85,2,9,115,459622
321,16,1605,241,122,1,19,148,446347
321,12,1284,155,113,0,6,195,550560
321,9,1284,228,104,2,7,160,648971
322,24,1932,232,98,1,20,224,718986
322,37,966,165,97,1,12,175,339242
322,3,1288,225,90,1,12,197,362205
323,25,1615,288,119,1,10,287,951081
323,16,969,201,83,0,12,203,247147
323,23,1292,164,73,1,15,254,175965
324,20,1296,184,112,0,14,136,791512
324,4,1296,147,94,2,12,124,246529
324,14,1944,334,79,3,12,308,883259
325,12,1625,270,112,3,13,150,543215
325,19,1625,261,109,1,8,225,597229
325,7,975,145,78,1,7,71,415201
326,15,652,146,104,1,7,40,228721
326,19,1304,130,100,2,13,183,495834
326,34,652,135,86,0,1,152,272454
327,15,1635,236,123,2,6,255,620204
327,9,1635,319,113,2,9,256,625149
327,2,1308,178,83,1,8,149,744719
328,23,1312,207,95,1,13,279,594541
328,2,984,191,90,0,10,121,232294
328,6,1312,157,83,1,13,193,564216
329,7,2632,477,104,2,19,369,1228980
329,10,658,39,75,0,3,139,116045
329,20,1316,198,70,1,13,249,426116
330,20,660,104,102,0,8,9,198181
330,3,1320,135,101,2,11,310,693785
330,11,1320,153,93,0,10,252,293458
331,10,1986,264,145,0,20,347,941802
331,26,662,47,79,2,5,75,231904
331,20,993,218,69,1,7,120,421684
332,5,664,49,87,0,5,108,437880
332,7,1660,266,80,1,9,382,619253
332,24,1328,167,78,1,10,187,467599
333,7,1998,204,180,0,15,346,710893
333,20,999,59,99,1,12,198,201835
333,15,333,97,66,1,5,9,89854
334,6,2004,341,101,0,13,231,737800
334,17,1336,176,99,0,9,264,577092
334,22,1670,172,98,1,9,268,509386
335,30,1340,186,108,2,6,349,558239
335,44,1005,92,102,1,7,112,179646
335,25,1340,238,101,0,11,194,402839
336,10,1344,264,106,1,11,289,478696
336,12,1344,192,106,2,9,364,573236
336,11,1008,78,95,0,9,79,541096
337,14,1011,211,89,0,9,167,348571
337,27,1348,241,84,0,14,226,525758
337,6,1685,326,82,3,13,327,535941
338,11,1352,185,121,1,11,140,613526
338,3,1014,87,115,0,1,149,270127
338,24,676,100,89,0,6,98,233855
339,8,1356,296,125,2,8,249,340412
339,19,1356,187,92,1,13,270,399710
339,23,1356,224,89,1,12,235,521527
340,15,1360,210,118,2,8,178,578859
340,9,1020,154,80,2,5,77,484128
340,8,1020,116,78,1,14,192,342412
341,16,1364,260,100,0,9,185,649432
341,30,1023,158,92,0,9,126,422832
341,4,1364,210,88,1,8,123,409735
342,7,2052,268,129,0,22,292,578541
342,42,684,78,88,0,5,111,258903
342,16,1368,64,82,2,12,164,173246
343,17,2058,337,137,3,9,341,713298
343,1,1715,271,111,2,10,310,499840
343,4,1029,161,106,0,5,206,398253
344,11,1720,306,135,2,8,291,480355
344,3,1720,243,120,2,15,176,821283
344,0,1376,213,92,1,12,250,207534
345,11,1725,179,111,2,18,198,795176
345,20,1380,240,104,3,9,238,484980
345,13,1380,198,70,1,17,114,351750
346,4,1730,346,109,3,15,232,837570
346,6,1038,189,87,1,5,138,323698
346,47,692,103,62,2,3,150,181047
347,16,1735,209,99,1,9,294,630556
347,26,1041,224,75,1,6,168,376458
347,25,1041,55,68,1,7,155,634811
348,7,1392,263,115,2,11,191,529373
348,4,2088,237,97,3,12,294,1149057
348,14,1740,317,92,2,14,302,607581
349,24,1745,263,119,1,7,348,437197
349,16,1396,221,93,0,11,118,603597
349,2,1396,117,92,1,8,161,296276
350,8,1400,229,138,0,5,199,409692
350,6,1050,130,113,1,10,167,205350
350,35,1050,132,95,1,6,139,369132
351,21,1053,169,93,1,10,89,289559
351,13,1404,212,92,2,14,257,256585
351,3,702,65,81,0,2,131,266290
352,32,1056,202,113,2,11,202,393205
352,16,704,42,93,0,6,100,330294
352,6,1408,339,92,2,11,269,609569
353,21,1059,167,119,1,8,177,334514
353,4,1412,256,118,1,6,229,715184
353,7,1059,125,65,0,5,208,341296
354,31,1416,153,104,0,10,243,613640
354,13,1062,115,102,1,8,186,222548
354,17,1770,371,101,0,20,169,550859
355,17,1420,258,97,2,9,79,480686
355,25,1420,172,77,1,9,226,654863
355,22,1420,149,74,0,16,270,336113
356,9,2492,349,114,3,10,312,806862
356,13,1424,227,106,1,8,170,595548
356,46,1068,188,77,0,7,163,263458
357,17,1785,279,97,1,12,260,787250
357,33,1071,207,90,2,8,169,488868
357,6,1071,130,73,2,6,172,389403
358,31,2148,262,109,1,16,356,460256
358,14,1790,264,95,3,12,249,794721
358,5,1074,143,92,1,9,220,286058
359,12,1436,243,143,1,7,143,423790
359,19,1436,204,101,1,9,250,499449
359,29,1077,224,59,0,4,162,241560
360,29,1440,284,125,0,9,248,492965
360,21,1440,284,77,2,7,135,610557
360,11,720,183,73,0,3,113,111877
361,15,1444,192,89,1,14,187,283622
361,4,1083,133,88,2,4,111,334548
361,3,1083,131,86,1,10,85,70924
362,37,724,82,87,1,8,102,195323
362,12,1086,203,78,1,11,148,629704
362,15,1810,204,71,0,14,321,1109718
363,1,1815,123,100,1,8,255,685240
363,21,1815,236,100,1,7,120,729415
363,5,1089,165,95,1,6,236,401117
364,55,1092,221,106,3,8,114,505084
364,41,728,153,90,1,6,78,274128
364,22,1092,110,78,0,5,139,296167
365,28,1825,245,107,2,8,280,882085
365,13,1095,183,77,1,10,151,288795
365,31,1460,186,73,2,11,267,404294
366,13,1830,279,98,2,9,178,618562
366,15,1830,240,93,1,7,270,640133
366,31,1464,201,81,1,11,207,570242
367,20,1468,235,141,2,12,148,672500
367,0,1101,104,109,0,4,197,376583
367,7,1101,195,92,2,11,75,381123
368,3,1840,211,174,3,7,215,508523
368,7,1104,106,107,2,5,218,342528
368,9,1104,205,102,2,8,46,380172
369,5,2214,368,128,1,13,401,958888
369,15,1476,246,106,1,5,167,307771
369,18,1476,144,87,0,9,185,124775
370,14,2590,151,171,3,16,325,904175
370,8,1480,70,123,1,12,212,424571
370,3,740,61,111,1,3,182,369174
371,16,1855,233,114,1,10,265,865460
371,7,1855,122,91,0,18,139,807928
371,6,1113,223,90,0,11,162,458053
372,13,1860,282,96,1,13,217,669192
372,1,1860,140,89,1,14,216,624148
372,53,1116,124,82,1,0,168,527872
373,22,1119,199,78,0,6,64,311379
373,17,746,42,75,0,5,94,451453
373,24,1119,217,71,0,10,174,295009
374,6,1870,312,120,1,3,280,449163
374,16,748,136,107,2,7,76,209240
374,33,748,31,78,1,4,57,390412
375,7,1500,228,78,1,10,219,660864
375,38,1125,192,66,1,7,97,402731
375,15,1125,109,62,0,5,256,300796
376,14,2632,307,206,0,23,345,776546
376,2,2256,224,131,1,12,396,905525
376,9,1880,260,72,2,9,177,650814
377,15,1508,221,118,1,13,117,209678
377,3,754,109,71,0,0,108,369456
377,36,1131,169,64,1,4,150,174399
378,20,1134,200,93,0,6,111,531431
378,5,756,188,87,1,6,81,291284
378,19,756,98,75,0,1,106,316878
379,8,1895,238,117,1,8,370,549288
379,11,1516,143,79,0,14,208,428873
379,29,1516,160,73,3,5,219,280950
380,38,1520,177,156,2,17,212,497890
380,17,1520,235,129,2,8,292,376206
380,12,1900,186,90,1,10,202,170582
381,18,2286,324,127,2,20,273,963519
381,8,2286,305,110,2,11,301,805052
381,11,1143,153,87,1,7,139,371283
382,63,764,130,79,1,10,116,98881
382,23,1146,202,69,1,7,104,163114
382,2,1146,139,57,2,8,202,347757
383,12,2298,367,127,2,16,293,724059
383,40,1532,65,111,3,12,178,488622
383,32,1149,169,110,1,6,162,140061
384,30,1536,207,105,0,9,253,460214
384,16,1152,186,103,2,5,161,260019
384,19,1536,170,91,1,11,142,526934
385,19,2695,495,167,2,16,365,768865
385,17,770,97,113,0,5,157,251491
385,23,1155,133,90,2,4,145,132119
386,21,2316,238,129,1,16,380,751436
386,11,1158,163,81,0,6,140,146290
386,4,1158,116,72,0,4,64,312941
387,15,1548,236,87,2,12,200,732935
387,16,1935,280,75,1,16,318,710592
387,20,1548,264,64,0,10,175,649790
388,11,2328,288,133,1,14,262,782696
388,8,2328,284,122,4,13,287,685257
388,6,1552,146,97,0,9,233,368364
389,9,1556,143,136,1,14,198,273418
389,8,1945,268,105,0,8,244,428420
389,36,1167,108,89,0,9,193,192025
390,12,1950,307,122,0,6,253,555595
390,17,1170,145,99,1,11,100,378583
390,2,1170,79,84,2,10,137,384496
391,4,1955,238,115,3,6,209,825776
391,9,2346,250,96,4,16,251,961870
391,8,1955,304,77,0,6,183,394302
392,12,1568,161,129,3,7,92,170622
392,4,1960,225,105,2,7,130,365506
392,33,1568,234,92,2,9,166,404751
393,14,1965,186,135,3,12,220,759673
393,29,1179,216,90,0,5,60,307658
393,42,1179,166,72,1,9,111,421132
394,11,1576,220,103,0,13,190,654046
394,18,1182,104,85,1,9,169,246349
394,28,1182,170,79,1,9,204,423548
395,6,1580,151,111,1,9,163,682011
395,11,1185,173,92,0,4,114,274085
395,3,1580,318,92,1,9,144,633588
396,1,1584,83,141,0,10,183,294283
396,22,1980,213,120,2,13,89,479827
396,17,2376,308,106,4,15,373,721508
397,33,1191,130,127,0,10,159,599623
397,15,1588,195,126,1,15,250,741274
397,11,1191,124,86,0,8,149,646207
398,13,1592,191,129,1,11,89,721872
398,10,1592,221,91,1,8,199,542687
398,20,1990,286,90,2,4,253,668831
399,6,1197,188,103,0,8,73,344371
399,15,1995,250,92,4,13,200,661090
399,7,1197,179,85,2,2,129,453703
400,24,2400,205,119,0,21,333,770975
400,3,2000,272,79,1,16,224,728845
400,18,1600,161,77,1,13,146,466143
401,6,2406,285,158,1,15,412,559081
401,12,1203,134,80,1,10,42,286898
401,14,1604,211,72,1,12,150,633552
402,2,3216,428,123,0,26,488,1143376
402,22,1206,169,108,2,10,92,314337
402,8,2412,296,105,2,14,273,981887
403,28,2015,282,126,1,11,145,702315
403,10,1612,243,91,1,5,124,639001
403,36,1209,161,77,0,5,104,263309
404,4,1616,192,117,1,10,132,603006
404,23,1212,177,113,0,8,146,311102
404,2,1616,260,94,1,12,310,426417
405,25,1620,172,85,3,5,232,572291
405,19,2025,182,82,0,17,243,510717
405,6,1215,126,75,2,6,82,590094
406,3,2436,163,131,1,19,316,475750
406,1,2030,260,111,1,11,159,495598
406,19,1218,228,101,1,10,127,373936
407,20,2035,202,117,1,18,187,523748
407,11,1628,192,111,0,12,254,364491
407,19,1221,43,88,1,7,99,312403
408,13,1224,194,108,1,6,161,376404
408,22,1632,213,86,1,10,205,152026
408,19,2040,197,82,2,15,211,600138
409,45,818,64,85,0,5,64,215283
409,22,1227,147,69,2,12,233,360973
409,4,818,52,64,1,9,59,307851
410,27,1640,244,109,1,10,262,311405
410,6,820,28,92,0,5,164,180521
410,5,2460,370,89,2,16,306,660753
411,19,2055,208,155,2,16,189,695148
411,8,2877,281,124,2,18,537,766959
411,13,1233,167,103,1,11,145,215727
412,13,1236,168,103,1,11,127,260411
412,33,2060,289,101,1,14,321,914420
412,32,1236,164,87,0,4,149,361306
413,2,2065,168,143,2,14,223,677053
413,1,1239,121,94,2,13,187,398278
413,10,1239,183,84,2,7,163,601220
414,8,2070,219,127,3,12,286,597895
414,2,1242,152,123,0,6,84,499233
414,9,1656,245,113,2,11,142,342763
415,5,2075,279,93,4,18,164,755917
415,29,1660,249,89,0,7,269,364718
415,4,1660,253,88,2,12,318,524799
416,9,2496,352,130,3,15,240,280958
416,25,1664,219,123,1,6,97,506727
416,16,832,96,76,1,7,60,231561
417,27,1668,141,102,0,8,198,567278
417,11,2085,300,101,2,13,177,657837
417,31,1251,84,93,1,11,290,379227
418,13,1672,268,84,0,9,125,354592
418,32,836,112,78,1,6,72,85627
418,7,1254,151,78,1,2,81,330010
419,1,1676,207,114,0,8,231,584447
419,4,1676,166,114,1,9,243,477279
419,5,1676,154,99,1,8,193,379584
420,2,2100,296,115,1,9,357,624344
420,5,2100,168,77,2,10,173,477653
420,11,1260,150,77,2,5,112,391938
421,14,1684,156,85,1,7,244,423530
421,9,842,85,84,1,3,123,191568
421,15,842,42,65,1,5,102,246472
422,17,1266,121,80,0,7,125,305249
422,21,1266,132,59,1,10,183,488754
422,72,422,44,58,1,1,81,108014
423,18,2115,225,131,3,10,146,715634
423,16,2115,299,125,1,11,219,639747
423,41,1269,134,107,1,1,184,468888
424,5,2120,262,116,1,19,291,502295
424,4,2120,209,81,2,12,109,838651
424,8,1272,120,72,0,12,176,233695
425,20,1275,151,94,1,6,245,150090
425,6,2125,253,78,4,16,264,627977
425,8,850,54,71,1,9,62,362024
426,8,2130,205,139,1,12,322,470242
426,0,1278,130,115,1,9,112,424667
426,32,1704,231,96,1,12,220,385861
427,13,1281,128,134,1,13,128,391892
427,5,1708,338,105,1,11,178,565928
427,36,2135,160,86,1,14,215,556825
428,2,1284,207,93,0,7,104,452001
428,0,1284,91,90,1,5,115,448897
428,3,1712,248,89,0,8,159,591021
429,22,858,117,101,0,5,131,265320
429,44,858,88,92,1,10,134,373190
429,29,858,140,84,0,9,94,377544
430,13,1720,214,117,3,16,212,501011
430,2,860,61,90,0,5,117,116836
430,15,1720,227,89,1,3,179,231374
431,28,862,87,90,1,6,157,383936
431,18,1293,60,83,2,5,172,453262
431,37,2155,293,78,1,15,288,568247
432,15,2160,358,129,1,14,246,420511
432,6,1296,101,96,0,7,162,258204
432,19,2160,206,84,1,7,342,740604
433,8,2598,289,118,1,17,368,786051
433,34,1299,163,105,1,9,139,237999
433,6,2165,200,97,1,9,256,660805
434,3,2604,199,116,3,13,431,830198
434,34,1736,329,95,0,11,242,371873
434,2,3038,455,94,3,18,364,757967
435,3,2610,292,117,1,18,312,805054
435,27,1740,194,111,4,11,120,356216
435,19,2610,263,94,1,19,207,581117
436,42,872,161,84,0,3,52,277125
436,1,1308,109,75,0,10,88,364586
436,2,1308,177,69,0,9,267,278311
437,21,1748,132,100,2,15,258,592677
437,27,1748,151,89,0,15,132,624869
437,10,1311,101,88,0,10,161,518625
438,1,876,50,79,1,0,7,337305
438,10,1314,144,77,2,9,124,574684
438,13,1314,99,76,2,8,193,274433
439,22,2634,191,109,0,16,334,825820
439,17,1317,157,64,0,11,186,202943
439,2,878,68,63,0,6,170,72292
440,6,3080,381,164,2,15,341,865454
440,7,2200,227,141,2,21,271,770523
440,23,2640,254,104,2,18,416,878338
441,23,1323,177,111,1,11,191,190506
441,14,2205,270,88,1,12,171,287288
441,25,882,153,79,1,1,81,244541
442,2,884,178,97,1,1,150,294430
442,4,2210,256,92,2,11,269,679406
442,7,1768,221,84,0,9,172,485699
443,60,1772,227,112,1,15,197,423482
443,1,1772,64,100,0,7,218,712348
443,9,1772,176,79,3,9,298,363871
444,8,1776,164,113,0,14,191,527709
444,24,2220,186,98,2,8,234,326842
444,21,1332,119,80,2,11,112,318678
445,32,1780,203,98,2,11,135,412085
445,8,2225,231,85,2,14,223,584381
445,17,1780,263,78,1,11,200,362895
446,15,1784,341,108,0,17,207,436432
446,8,1784,279,92,1,10,189,653282
446,32,892,98,74,1,9,139,224652
447,12,1788,284,91,0,15,129,684113
447,2,1788,90,82,1,9,75,386346
447,7,1788,260,77,0,16,194,604408
448,0,896,135,85,0,9,30,427700
448,6,2688,385,82,1,14,304,898582
